,lat,lon,minutes_remaining,period,playoffs,shot_distance,shot_made_flag
16662,33.7813,-118.2218,0,2,0,26,0.0
16663,33.7753,-118.2808,11,3,0,26,1.0
16664,33.9313,-118.0418,10,3,0,25,0.0
16669,33.8243,-118.1298,0,3,0,26,0.0
16672,33.7953,-118.2688,7,1,0,24,0.0
16679,33.8883,-118.4608,3,2,0,24,0.0
16707,33.7923,-118.3508,5,2,0,26,0.0
16710,33.7673,-118.2778,6,3,0,27,0.0
16725,33.8443,-118.4448,8,4,0,26,0.0
16742,33.9213,-118.0638,0,2,0,23,0.0
16748,33.8583,-118.4218,4,4,0,24,1.0
16749,33.8463,-118.4228,4,4,0,25,1.0
16765,33.7983,-118.1758,0,2,0,26,1.0
16768,33.7983,-118.3428,4,3,0,25,1.0
16769,33.7833,-118.2778,3,3,0,26,0.0
16777,34.0553,-118.0388,3,4,0,23,0.0
16778,34.0413,-118.0288,3,4,0,24,0.0
16783,33.8023,-118.1698,0,4,0,26,0.0
16793,33.8033,-118.3668,8,2,0,25,1.0
16796,33.8223,-118.4418,4,2,0,28,0.0
16802,33.8253,-118.1188,7,3,0,26,0.0
16807,33.8653,-118.0908,4,4,0,25,0.0
16831,33.7753,-118.2678,1,4,0,26,0.0
16832,33.8163,-118.4088,0,4,0,26,0.0
16833,33.7623,-118.2678,0,4,0,28,0.0
16853,33.8303,-118.4448,8,1,0,27,0.0
16856,34.0473,-118.0388,3,1,0,23,0.0
16867,33.8363,-118.4088,8,3,0,25,1.0
16885,33.8543,-118.4498,5,3,0,26,1.0
16886,33.7813,-118.3668,4,3,0,28,0.0
16907,34.0553,-118.4988,8,4,0,22,1.0
16908,33.8143,-118.1258,6,4,0,27,0.0
16911,33.8163,-118.4078,0,4,0,26,0.0
16912,33.8173,-118.4088,0,4,0,26,0.0
16914,33.8353,-118.1268,7,1,0,25,0.0
16915,34.0543,-118.0358,5,1,0,23,1.0
16917,33.9503,-118.0328,3,2,0,25,0.0
16932,33.9063,-118.4748,10,1,0,24,0.0
16935,33.8933,-118.0518,2,1,0,26,1.0
16942,34.0653,-118.5008,3,3,0,23,1.0
16943,34.0703,-118.0318,2,3,0,23,1.0
16944,33.8543,-118.0908,2,3,0,26,1.0
16946,33.8163,-118.0988,3,1,0,28,0.0
16951,34.0323,-118.0258,9,3,0,24,1.0
16952,33.9203,-118.4908,8,3,0,25,0.0
16954,33.8063,-118.3348,5,3,0,24,1.0
16958,33.8193,-118.3898,5,4,0,25,1.0
16959,33.7533,-118.3298,4,4,0,29,1.0
16960,33.7923,-118.4518,4,4,0,31,0.0
16962,33.6853,-118.4188,0,4,0,38,0.0
16963,33.7813,-118.2688,10,1,0,26,0.0
16964,33.8553,-118.4218,2,1,0,24,0.0
16968,33.8493,-118.0988,9,3,0,25,0.0
16975,34.0493,-118.4928,9,1,0,22,0.0
16984,33.8613,-118.1108,7,3,0,24,0.0
16992,33.6393,-118.1818,0,2,0,41,0.0
17006,33.9173,-118.0478,10,2,0,25,0.0
17013,33.8463,-118.1038,10,3,0,25,1.0
17016,33.9613,-118.5098,9,4,0,25,0.0
17023,33.8583,-118.4228,8,1,0,24,0.0
17029,33.8823,-118.0748,0,2,0,25,0.0
17036,33.8133,-118.3758,4,3,0,25,1.0
17038,33.7893,-118.2768,7,4,0,25,1.0
17041,33.8773,-118.4418,6,4,0,23,0.0
17042,34.0273,-118.5018,5,4,0,23,0.0
17052,33.7483,-118.0928,0,2,0,34,0.0
17056,34.0333,-118.5088,6,3,0,23,0.0
17057,34.0403,-118.5068,5,4,0,23,0.0
17071,33.8543,-118.1018,4,3,0,25,1.0
17073,33.8583,-118.4358,1,3,0,24,0.0
17088,33.8443,-118.1048,0,2,0,25,0.0
17089,33.7813,-118.2628,11,3,0,26,0.0
17095,33.7923,-118.1618,6,3,0,27,0.0
17100,33.8553,-118.0848,2,3,0,26,0.0
17101,33.8023,-118.4138,7,4,0,28,0.0
17113,33.6713,-118.1238,0,1,0,40,0.0
17125,33.8553,-118.0998,4,1,0,25,1.0
17126,33.9023,-118.4688,3,1,0,24,0.0
17128,33.8873,-118.0638,4,2,0,25,0.0
17130,33.8663,-118.0908,11,3,0,25,1.0
17136,33.9013,-118.4658,3,4,0,24,0.0
17138,33.8223,-118.4378,2,4,0,27,0.0
17140,33.8363,-118.1208,11,1,0,25,1.0
17145,33.8683,-118.4708,2,2,0,26,0.0
17149,33.8253,-118.1378,6,3,0,25,0.0
17154,34.0463,-118.5038,5,4,0,23,0.0
17169,33.8143,-118.3788,0,2,0,25,1.0
17170,33.7973,-118.3678,0,2,0,26,0.0
17172,33.7833,-118.2608,11,3,0,26,1.0
17173,33.8193,-118.1668,11,3,0,24,1.0
17174,33.8083,-118.1448,8,3,0,26,0.0
17183,33.7623,-118.2658,9,4,0,28,0.0
17190,33.8093,-118.4078,8,3,0,27,0.0
17194,33.9133,-118.4978,5,3,0,26,1.0
17197,33.7943,-118.2608,10,1,0,25,0.0
17211,33.8603,-118.4488,1,3,0,25,0.0
17212,33.8243,-118.4008,0,3,0,25,0.0
17213,34.0433,-118.0328,5,4,0,23,1.0
17217,33.8253,-118.4198,0,4,0,26,1.0
17221,33.8223,-118.1618,6,1,0,24,0.0
17239,33.8063,-118.4008,3,1,0,27,0.0
17247,33.8163,-118.4028,2,3,0,26,0.0
17249,33.8683,-118.4358,1,3,0,24,0.0
17252,33.7833,-118.3948,1,4,0,28,0.0
17253,34.0613,-118.5048,0,4,0,23,0.0
17260,33.7833,-118.2308,8,3,0,26,1.0
17272,33.8143,-118.3518,2,2,0,24,0.0
17273,33.7563,-118.2678,9,3,0,28,0.0
17290,34.0103,-118.4978,6,3,0,23,0.0
17294,33.7953,-118.2888,4,3,0,24,0.0
17304,33.7683,-118.3188,2,2,0,28,0.0
17308,33.8273,-118.0968,7,3,0,27,0.0
17312,34.0053,-118.5018,9,1,0,23,1.0
17318,33.8473,-118.4308,1,1,0,25,0.0
17321,33.8663,-118.0798,4,2,0,26,0.0
17332,34.0553,-118.5148,1,4,0,24,0.0
17334,33.8363,-118.1158,0,4,0,25,0.0
17335,34.0573,-118.5128,0,4,0,24,0.0
17336,33.8223,-118.1258,0,4,0,26,0.0
17348,34.0433,-118.0248,11,3,0,24,1.0
17352,33.8333,-118.4188,1,3,0,25,0.0
17357,33.8363,-118.4248,6,4,0,25,0.0
17373,33.8933,-118.4708,1,2,0,25,0.0
17374,33.7783,-118.3838,0,2,0,28,0.0
17381,33.8693,-118.4388,5,4,0,24,0.0
17395,33.8243,-118.3888,3,2,0,25,0.0
17408,33.9093,-118.4788,1,4,0,24,0.0
17416,33.7943,-118.3018,6,2,0,25,1.0
17421,33.8393,-118.1108,1,3,0,25,1.0
17422,33.8463,-118.4228,0,3,0,25,0.0
17428,33.7673,-118.3378,3,4,0,28,1.0
17446,33.8283,-118.1208,5,4,0,26,0.0
17463,33.8083,-118.1888,1,4,0,24,0.0
17465,33.9553,-118.0368,7,1,0,24,1.0
17467,33.7983,-118.3178,4,1,0,25,1.0
17469,34.0293,-118.0338,2,1,0,23,0.0
17475,33.8903,-118.0768,3,2,0,24,0.0
17476,33.8283,-118.3968,0,2,0,25,0.0
17482,33.9863,-118.0358,10,1,0,24,1.0
17484,33.9943,-118.0398,8,1,0,23,0.0
17493,33.7123,-118.4568,0,2,0,38,0.0
17506,33.8843,-118.0628,5,2,0,26,0.0
17509,33.8473,-118.1018,1,2,0,25,1.0
17510,33.8393,-118.1148,0,2,0,25,0.0
17513,33.8713,-118.4498,10,3,0,24,0.0
17534,33.8493,-118.4718,0,3,0,28,0.0
17535,34.0083,-118.4928,0,3,0,22,0.0
17540,34.0053,-118.0388,1,4,0,23,0.0
17542,33.7813,-118.2798,0,4,0,26,0.0
17543,33.8353,-118.1338,0,4,0,24,0.0
17548,33.7903,-118.3678,4,1,0,27,0.0
17550,33.8173,-118.1448,9,3,0,25,1.0
17551,33.9323,-118.5038,5,3,0,25,0.0
17554,33.9323,-118.0468,0,3,0,24,1.0
17566,33.8433,-118.4108,2,2,0,24,1.0
17569,33.4783,-118.2118,0,2,0,56,0.0
17570,33.8993,-118.4638,9,3,0,24,1.0
17573,33.8663,-118.4718,6,3,0,26,0.0
17577,33.8003,-118.2228,9,4,0,24,0.0
17588,33.8683,-118.0778,8,1,0,26,0.0
17593,33.8133,-118.1758,7,3,0,24,1.0
17594,33.8473,-118.4358,6,3,0,25,0.0
17598,33.7733,-118.2168,3,3,0,27,1.0
17599,33.7983,-118.1568,3,3,0,27,0.0
17602,33.8713,-118.4448,11,1,0,24,0.0
17607,34.0293,-118.0468,5,2,0,22,0.0
17609,33.8883,-118.4638,11,3,0,24,0.0
17611,33.8683,-118.0558,6,3,0,27,0.0
17614,34.0333,-118.4988,9,4,0,22,0.0
17618,33.8603,-118.1048,4,4,0,24,1.0
17632,33.8883,-118.4578,10,3,0,24,0.0
17634,33.8243,-118.1638,8,3,0,24,0.0
17647,33.7863,-118.2608,6,1,0,25,0.0
17662,33.8193,-118.3868,3,3,0,25,0.0
17664,34.0443,-118.5088,2,3,0,23,1.0
17675,33.8953,-118.4638,0,1,0,24,0.0
17679,34.0183,-118.0338,3,2,0,23,1.0
17682,33.7763,-118.2518,0,2,0,26,0.0
17702,33.9043,-118.0558,8,3,0,25,0.0
17705,34.0353,-118.4978,4,3,0,22,0.0
17706,33.8493,-118.1158,2,3,0,24,0.0
17709,33.9843,-118.0288,3,4,0,24,1.0
17712,33.8093,-118.1568,9,1,0,26,1.0
17715,33.7903,-118.2498,8,2,0,25,1.0
17722,33.8383,-118.1148,8,3,0,25,0.0
17725,34.0143,-118.4988,4,4,0,23,1.0
17728,33.9673,-118.4978,1,4,0,24,0.0
17729,33.7793,-118.1668,0,4,0,28,0.0
17731,33.8133,-118.1788,6,1,0,24,0.0
17739,33.8883,-118.0798,2,2,0,24,0.0
17751,33.8473,-118.4328,11,1,0,25,0.0
17776,33.7793,-118.3778,0,2,0,28,1.0
17777,33.7723,-118.2688,0,2,0,27,1.0
17778,33.7943,-118.3488,4,3,0,26,0.0
17782,33.8193,-118.1258,0,3,0,26,0.0
17790,33.9203,-118.4898,3,1,0,25,1.0
17792,33.9133,-118.0608,2,2,0,24,1.0
17793,33.8313,-118.4448,1,2,0,27,0.0
17794,34.0463,-118.0388,0,2,0,23,0.0
17799,33.8273,-118.4658,8,4,0,29,0.0
17810,33.8933,-118.0718,6,1,0,24,0.0
17819,33.7973,-118.2808,5,3,0,24,1.0
17820,33.8433,-118.0938,4,3,0,26,1.0
17830,33.8663,-118.4408,0,5,0,24,0.0
17835,33.8443,-118.4308,2,7,0,25,1.0
17838,33.8273,-118.4218,9,1,0,26,1.0
17839,33.7903,-118.2048,7,1,0,26,0.0
17844,33.8353,-118.4028,2,1,0,24,0.0
17850,34.0183,-118.0358,0,2,0,23,0.0
17866,33.8353,-118.4058,2,1,0,24,1.0
17871,33.8523,-118.4308,10,3,0,25,0.0
17876,33.8363,-118.4298,2,3,0,26,0.0
17880,33.6443,-118.3448,0,3,0,40,0.0
17894,33.8283,-118.4038,1,2,0,25,0.0
17896,33.8203,-118.4118,0,2,0,26,0.0
17899,33.8493,-118.1148,6,3,0,24,0.0
17908,33.8493,-118.1268,4,1,0,24,0.0
17915,33.8503,-118.4268,4,4,0,24,1.0
17917,33.8873,-118.4608,1,4,0,24,0.0
17919,33.8253,-118.4198,11,1,0,26,0.0
17931,33.8433,-118.0938,3,2,0,26,0.0
17942,33.7833,-118.2438,1,4,0,26,0.0
17945,33.8003,-118.2078,0,4,0,25,0.0
17951,33.8663,-118.4388,7,3,0,24,0.0
17960,33.8003,-118.3298,2,4,0,25,0.0
17961,34.0083,-118.0418,1,4,0,23,1.0
17962,33.8033,-118.3288,0,4,0,24,0.0
17963,33.7763,-118.3158,0,4,0,27,1.0
17970,33.8663,-118.0988,2,1,0,24,0.0
17973,34.0333,-118.4908,3,2,0,22,0.0
17977,33.8503,-118.4528,4,4,0,26,1.0
17978,33.7943,-118.1318,3,4,0,28,0.0
17982,33.8583,-118.4788,1,4,0,27,0.0
17985,33.8253,-118.3778,9,1,0,24,0.0
17992,33.9663,-118.0438,2,2,0,23,1.0
17993,33.7863,-118.2218,1,2,0,26,1.0
17994,33.7953,-118.1488,1,2,0,27,1.0
17995,33.7973,-118.3518,0,2,0,26,1.0
17996,33.8033,-118.4078,0,2,0,27,0.0
18004,33.9363,-118.4868,5,4,0,24,0.0
18010,33.8363,-118.1098,9,1,0,26,1.0
18011,33.8523,-118.4488,4,1,0,26,0.0
18015,33.9283,-118.0528,5,2,0,24,1.0
18027,34.0323,-118.4938,1,4,0,22,0.0
18029,33.7733,-118.3238,9,1,0,27,0.0
18032,33.8283,-118.1178,7,1,0,26,0.0
18039,33.8383,-118.0968,0,2,0,26,0.0
18047,33.8773,-118.0558,2,4,0,27,1.0
18056,34.0273,-118.4978,0,2,0,22,0.0
18069,33.8393,-118.1288,0,4,0,24,1.0
18087,33.9403,-118.0358,2,3,0,25,0.0
18098,33.8953,-118.0668,8,1,0,25,0.0
18100,34.0213,-118.0438,6,1,0,22,0.0
18108,33.8083,-118.0638,0,2,0,31,0.0
18119,34.0103,-118.4978,0,4,0,23,0.0
18120,33.8053,-118.3568,6,1,0,25,1.0
18123,33.8053,-118.1868,3,2,0,25,0.0
18129,33.8503,-118.1258,11,3,0,24,0.0
18131,33.8443,-118.1108,4,3,0,25,1.0
18143,33.8353,-118.4328,0,2,0,26,0.0
18148,33.7573,-118.3978,2,3,0,31,1.0
18154,33.8003,-118.3728,11,1,0,26,0.0
18165,33.8143,-118.1648,7,3,0,25,0.0
18167,33.8633,-118.4448,7,4,0,25,0.0
18169,33.8063,-118.1638,6,4,0,26,0.0
18171,33.8113,-118.1748,0,4,0,25,0.0
18172,33.8793,-118.0698,10,1,0,25,0.0
18178,33.8503,-118.1068,3,2,0,25,0.0
18180,33.8713,-118.0768,2,2,0,25,0.0
18190,33.7903,-118.2878,7,4,0,25,0.0
18197,33.8223,-118.3818,2,4,0,24,0.0
18198,33.7973,-118.3178,1,4,0,25,0.0
18199,33.8663,-118.4578,0,4,0,25,0.0
18210,33.8383,-118.4308,5,2,0,26,0.0
18218,33.8063,-118.3818,2,3,0,26,1.0
18223,33.8083,-118.4498,2,4,0,29,0.0
18232,33.8503,-118.4248,6,1,0,24,0.0
18245,33.8313,-118.4878,5,3,0,30,0.0
18250,33.7923,-118.2798,4,4,0,25,0.0
18252,33.8353,-118.4198,1,4,0,25,0.0
18260,33.9363,-118.0388,3,2,0,25,0.0
18271,33.8333,-118.4328,2,3,0,26,0.0
18284,33.7903,-118.3338,5,1,0,26,0.0
18285,33.7903,-118.3178,3,1,0,25,1.0
18297,33.8143,-118.1588,8,4,0,25,0.0
18298,33.8173,-118.3888,6,4,0,25,0.0
18311,33.8203,-118.1368,1,1,0,26,0.0
18330,33.8223,-118.1298,3,4,0,26,0.0
18342,34.0413,-118.0448,7,2,0,22,0.0
18361,33.8243,-118.1538,3,5,0,24,1.0
18374,33.8223,-118.1378,4,2,0,25,1.0
18375,33.8953,-118.4868,3,2,0,26,1.0
18376,33.9863,-118.0278,2,2,0,24,0.0
18377,33.8743,-118.4628,1,2,0,25,1.0
18385,33.7673,-118.2378,1,3,0,27,1.0
18386,33.7723,-118.2078,0,3,0,27,0.0
18389,33.8443,-118.4388,5,4,0,26,0.0
18400,33.8283,-118.3998,4,1,0,25,0.0
18411,33.8713,-118.4528,5,3,0,25,1.0
18413,33.8143,-118.3748,3,3,0,25,0.0
18416,33.9153,-118.0588,0,3,0,24,1.0
18417,33.8023,-118.1068,0,3,0,29,0.0
18427,33.8143,-118.1368,2,1,0,26,0.0
18438,33.7893,-118.1788,2,3,0,27,0.0
18446,33.8193,-118.1518,11,1,0,25,0.0
18458,33.8843,-118.0888,9,4,0,24,1.0
18461,33.8083,-118.3318,3,4,0,24,1.0
18462,33.8603,-118.0908,2,4,0,25,1.0
18465,33.8633,-118.4528,0,4,0,25,0.0
18473,33.8383,-118.4488,3,2,0,27,0.0
18483,33.8413,-118.0748,6,4,0,28,1.0
18491,33.8273,-118.1258,5,1,0,26,0.0
18496,33.8203,-118.1348,2,1,0,26,0.0
18518,33.7453,-118.2718,0,4,0,29,0.0
18520,33.8273,-118.0958,3,1,0,27,1.0
18522,33.7843,-118.3068,0,1,0,26,0.0
18530,33.8063,-118.3818,6,4,0,26,1.0
18531,33.8023,-118.4198,5,4,0,28,0.0
18542,33.7873,-118.2608,10,3,0,25,0.0
18548,34.0583,-118.4958,10,4,0,22,0.0
18555,33.8723,-118.4578,3,4,0,25,0.0
18562,33.7983,-118.3348,0,1,0,25,0.0
18572,33.8413,-118.1148,10,3,0,25,1.0
18574,33.7973,-118.2698,5,3,0,24,1.0
18575,33.8613,-118.0938,4,3,0,25,1.0
18576,33.8173,-118.1568,3,3,0,25,0.0
18577,34.0493,-118.4938,2,3,0,22,0.0
18580,33.7203,-118.4628,0,3,0,37,0.0
18581,34.0373,-118.4978,11,4,0,22,1.0
18587,33.8443,-118.4358,9,1,0,25,1.0
18588,33.8803,-118.0738,9,1,0,25,1.0
18589,33.8163,-118.1268,7,1,0,26,0.0
18596,33.8873,-118.0718,1,1,0,25,0.0
18597,33.7843,-118.4078,0,1,0,29,0.0
18601,34.0323,-118.0338,0,2,0,23,0.0
18602,33.7763,-118.2688,10,3,0,26,0.0
18603,34.0083,-118.0358,10,3,0,23,0.0
18605,33.8283,-118.4248,5,3,0,26,0.0
18606,33.8253,-118.1258,1,3,0,26,0.0
18607,33.8523,-118.0938,10,1,0,26,0.0
18618,33.8883,-118.4708,10,3,0,25,0.0
18626,33.9313,-118.4938,7,4,0,25,1.0
18627,33.8763,-118.0768,4,4,0,25,0.0
18638,33.8243,-118.1648,2,3,0,24,0.0
18639,33.8253,-118.1598,8,4,0,24,0.0
18640,33.8093,-118.1538,5,4,0,26,1.0
18641,33.8303,-118.1568,5,4,0,24,1.0
18645,33.8223,-118.4518,1,4,0,28,0.0
18646,33.8853,-118.4768,11,1,0,26,0.0
18654,33.8063,-118.4408,1,1,0,29,1.0
18655,33.8393,-118.1488,7,2,0,23,1.0
18656,33.8433,-118.4438,6,2,0,26,1.0
18661,33.9883,-118.0258,0,3,0,25,0.0
18662,33.8313,-118.4678,11,4,0,29,0.0
18667,33.8413,-118.0888,1,4,0,27,0.0
18678,34.0473,-118.5008,10,3,0,23,0.0
18684,33.8393,-118.4198,4,3,0,25,0.0
18698,33.8723,-118.0938,4,1,0,24,0.0
18706,33.8493,-118.4308,6,3,0,25,0.0
18709,33.9403,-118.0398,4,3,0,25,0.0
18720,33.9023,-118.4638,3,4,0,24,0.0
18724,33.9153,-118.0588,0,4,0,24,1.0
18725,33.8333,-118.3998,11,1,0,24,0.0
18731,33.8203,-118.3918,0,2,0,25,0.0
18733,34.0353,-118.0438,8,3,0,22,0.0
18736,33.8033,-118.2138,3,3,0,24,1.0
18738,33.8313,-118.4028,7,4,0,25,1.0
18743,33.7973,-118.2638,3,4,0,24,0.0
18746,33.8763,-118.4528,0,4,0,24,1.0
18752,33.8133,-118.1758,3,1,0,24,0.0
18756,33.8843,-118.4748,2,2,0,26,0.0
18764,33.9013,-118.0688,2,3,0,24,0.0
18782,33.8143,-118.1368,3,3,0,26,1.0
18783,33.8353,-118.4248,2,3,0,26,0.0
18792,33.8793,-118.4568,7,1,0,24,0.0
18794,33.8433,-118.1258,6,2,0,24,0.0
18800,33.8393,-118.1188,10,3,0,25,0.0
18805,33.9453,-118.5018,1,3,0,25,1.0
18806,33.8683,-118.4488,1,3,0,25,0.0
18808,33.8163,-118.0778,9,4,0,29,0.0
18811,34.0103,-118.5018,6,4,0,23,0.0
18823,33.7863,-118.2168,1,2,0,26,1.0
18835,33.6803,-118.4388,0,3,0,40,0.0
18844,33.8053,-118.3588,4,2,0,25,0.0
18845,33.8823,-118.0808,3,2,0,24,1.0
18852,33.8083,-118.3258,7,4,0,24,1.0
18854,34.0163,-118.0358,5,4,0,23,0.0
18855,33.8413,-118.4438,3,4,0,26,0.0
18865,33.8803,-118.4468,5,2,0,24,0.0
18870,33.8303,-118.1448,4,3,0,24,0.0
18877,33.8393,-118.1108,2,4,0,25,0.0
18888,33.8083,-118.3898,3,1,0,26,0.0
18889,33.8133,-118.3918,0,1,0,26,0.0
18890,33.8393,-118.4278,5,2,0,25,0.0
18893,33.8663,-118.4658,9,3,0,26,0.0
18924,34.0293,-118.0398,2,4,0,23,1.0
18926,33.9203,-118.4848,1,4,0,24,0.0
18941,33.7753,-118.2528,2,3,0,26,0.0
18948,33.8313,-118.4328,1,4,0,26,0.0
18954,33.8253,-118.4308,4,1,0,27,0.0
18958,33.7983,-118.3728,3,2,0,26,0.0
18968,33.8303,-118.4308,1,3,0,26,0.0
18970,33.8353,-118.4358,3,4,0,26,1.0
18971,33.8053,-118.1508,2,4,0,26,0.0
18973,33.7843,-118.2498,4,5,0,26,0.0
18974,33.7863,-118.2388,0,5,0,25,0.0
18975,33.8003,-118.4078,0,5,0,28,0.0
18977,34.0583,-118.0398,8,1,0,23,1.0
18978,34.0443,-118.0368,4,1,0,23,0.0
18983,34.0663,-118.0368,5,2,0,23,1.0
18988,33.9343,-118.0478,0,2,0,24,0.0
18999,34.0583,-118.0368,10,4,0,23,0.0
19003,33.9043,-118.4848,4,4,0,25,1.0
19005,33.8173,-118.1398,1,4,0,26,0.0
19006,33.8433,-118.1318,0,4,0,24,0.0
19015,34.0223,-118.0418,0,1,0,22,0.0
19019,33.9203,-118.0548,0,2,0,24,0.0
19021,33.8413,-118.1068,10,3,0,26,1.0
19025,33.8443,-118.1078,3,3,0,25,0.0
19026,33.8803,-118.0858,1,3,0,24,1.0
19029,33.6853,-118.0968,0,3,0,39,0.0
19034,33.8993,-118.0668,3,1,0,24,0.0
19046,33.8803,-118.0828,1,3,0,24,1.0
19048,33.8033,-118.1978,6,4,0,25,1.0
19049,34.0243,-118.0368,5,4,0,23,1.0
19060,33.8133,-118.1398,5,3,0,26,0.0
19067,33.8933,-118.4908,8,4,0,26,0.0
19069,33.9043,-118.0558,4,4,0,25,0.0
19071,33.8203,-118.4108,1,4,0,26,1.0
19078,33.8473,-118.1018,4,1,0,25,1.0
19079,33.8203,-118.3918,2,1,0,25,0.0
19080,33.7893,-118.3218,1,1,0,26,1.0
19081,33.8193,-118.1288,1,1,0,26,0.0
19087,33.7943,-118.2908,0,2,0,25,0.0
19091,33.8173,-118.3858,2,3,0,25,0.0
19093,33.8003,-118.4038,11,4,0,27,0.0
19096,33.7903,-118.3068,2,4,0,25,0.0
19104,33.7843,-118.2938,5,1,0,26,1.0
19105,33.7893,-118.3398,1,1,0,26,1.0
19111,33.8773,-118.0828,6,3,0,25,1.0
19113,33.8223,-118.3918,3,3,0,25,0.0
19115,33.7923,-118.1788,1,3,0,26,1.0
19116,34.0323,-118.0368,1,3,0,23,1.0
19117,33.7543,-118.2638,0,3,0,29,0.0
19119,33.8993,-118.4658,2,4,0,24,0.0
19122,33.8363,-118.4388,5,1,0,26,0.0
19127,33.7923,-118.1928,4,2,0,26,1.0
19128,33.8093,-118.1648,3,2,0,25,0.0
19129,33.8523,-118.4358,10,3,0,25,0.0
19138,33.8053,-118.3978,3,4,0,27,0.0
19142,33.9373,-118.0418,6,1,0,25,1.0
19144,33.8243,-118.3888,4,1,0,25,0.0
19148,33.9693,-118.0338,4,2,0,24,0.0
19155,33.7243,-118.2678,8,3,0,32,0.0
19161,33.8033,-118.1838,3,4,0,25,0.0
19166,33.8363,-118.4078,0,4,0,24,0.0
19167,33.8433,-118.1258,0,4,0,24,1.0
19187,33.7903,-118.1948,7,1,0,26,0.0
19189,33.8353,-118.4228,3,1,0,25,1.0
19193,34.0003,-118.4928,3,2,0,22,0.0
19196,33.7793,-118.3538,0,2,0,27,0.0
19198,33.7733,-118.3128,5,3,0,27,0.0
19200,33.8683,-118.4528,1,3,0,25,0.0
19202,33.8213,-118.1588,1,4,0,24,0.0
19204,33.8543,-118.4488,2,1,0,26,1.0
19205,33.8583,-118.4448,2,1,0,25,0.0
19214,33.8083,-118.4038,10,4,0,27,0.0
19219,33.8743,-118.0718,8,1,0,26,0.0
19225,33.8793,-118.0828,1,1,0,24,0.0
19231,33.8773,-118.4678,7,3,0,25,1.0
19234,33.8493,-118.0828,4,3,0,27,0.0
19253,33.8023,-118.2108,10,3,0,24,0.0
19261,34.0383,-118.4988,6,4,0,22,1.0
19263,33.8143,-118.1668,5,4,0,25,0.0
19270,33.8383,-118.4228,0,1,0,25,0.0
19272,33.8033,-118.1998,4,2,0,25,0.0
19273,33.8503,-118.1078,0,2,0,25,0.0
19276,33.8353,-118.4188,8,3,0,25,0.0
19280,33.8283,-118.1428,0,3,0,25,0.0
19281,33.8523,-118.1078,0,3,0,25,0.0
19287,33.8473,-118.4308,0,4,0,25,1.0
19310,33.7833,-118.2938,2,3,0,26,1.0
19313,34.0413,-118.0308,4,4,0,23,1.0
19315,33.9343,-118.4938,1,4,0,24,1.0
19319,33.8143,-118.4268,3,1,0,27,0.0
19320,33.8413,-118.1078,1,1,0,25,0.0
19323,33.8663,-118.4598,1,2,0,26,1.0
19331,33.7923,-118.3288,0,4,0,25,1.0
19338,34.0253,-118.5018,3,1,0,23,1.0
19346,33.7863,-118.3338,3,3,0,26,1.0
19348,33.8193,-118.3888,6,4,0,25,0.0
19367,33.8843,-118.4658,1,4,0,25,0.0
19369,34.0633,-118.5068,0,4,0,23,0.0
19372,33.8463,-118.4118,10,1,0,24,0.0
19378,34.0493,-118.5098,9,3,0,24,1.0
19397,33.8383,-118.3928,4,4,0,23,0.0
19399,33.8133,-118.3398,1,4,0,24,1.0
19400,33.7973,-118.3618,0,4,0,26,1.0
19423,33.8173,-118.1758,11,1,0,24,0.0
19426,33.9503,-118.4928,7,2,0,24,1.0
19427,33.8843,-118.0858,5,2,0,24,1.0
19429,33.8913,-118.0748,1,2,0,24,1.0
19431,34.0053,-118.0468,0,2,0,22,0.0
19433,33.8413,-118.1338,5,3,0,24,1.0
19434,33.8033,-118.1888,4,3,0,25,0.0
19437,33.8653,-118.4598,6,4,0,26,0.0
19440,33.7863,-118.2808,4,4,0,25,0.0
19448,33.7683,-118.2608,1,1,0,27,1.0
19454,33.8223,-118.1568,8,3,0,24,0.0
19462,33.9183,-118.0328,6,4,0,26,1.0
19468,33.8603,-118.0888,1,1,0,25,1.0
19469,34.0473,-118.0358,0,1,0,23,1.0
19470,33.7783,-118.2658,5,2,0,26,0.0
19474,33.8843,-118.4788,9,3,0,26,1.0
19475,33.8363,-118.4498,8,4,0,27,0.0
19476,33.8493,-118.4218,4,1,0,24,0.0
19480,33.7943,-118.2698,10,3,0,25,0.0
19487,33.8843,-118.4468,3,4,0,23,0.0
19491,34.0293,-118.4978,0,4,0,22,0.0
19494,33.9233,-118.0608,3,1,0,24,0.0
19499,33.8023,-118.1758,4,2,0,25,1.0
19507,34.0443,-118.0388,8,4,0,23,1.0
19509,33.7863,-118.2748,6,4,0,25,0.0
19511,33.8203,-118.3928,11,1,0,25,0.0
19520,33.9863,-118.4988,2,2,0,23,1.0
19523,34.0443,-118.5088,9,3,0,23,0.0
19525,33.8603,-118.4638,6,3,0,26,1.0
19529,33.7973,-118.1808,3,1,0,26,1.0
19530,33.7873,-118.2698,3,1,0,25,0.0
19537,33.8333,-118.1208,10,3,0,25,0.0
19542,33.8363,-118.1178,8,4,0,25,1.0
19547,33.9283,-118.0478,9,1,0,25,1.0
19552,34.0073,-118.5178,6,2,0,25,0.0
19554,33.8243,-118.0928,5,2,0,28,0.0
19558,33.8083,-118.4438,0,2,0,29,0.0
19568,33.9403,-118.5068,2,4,0,25,0.0
19569,33.8243,-118.1188,10,1,0,26,0.0
